D_1,D_2,T_1,T_2,Value
D2191,D2192,P738,P214,0.9113937466878643
D2191,D2192,P738,P734,0.9179457532398709
D2191,D6252,P738,P214,0.8507763082231167
D2191,D6252,P738,P734,0.8573283147751233
D2192,D2187,P738,P214,0.9083385711292689
D2192,D2187,P738,P734,0.9148905776812754
D2192,D6252,P738,P214,0.9083385711292689
D2192,D6252,P738,P734,0.9148905776812754
D2193,D2187,P738,P214,0.8846037048284239
D2193,D2187,P738,P734,0.8911557113804305
D2193,D2192,P738,P214,0.9083385711292689
D2193,D2192,P738,P734,0.9148905776812754
D2193,D6252,P738,P214,0.8846037048284239
D2193,D6252,P738,P734,0.8911557113804305
D2194,D2187,P738,P214,0.8696631414022719
D2194,D2187,P738,P734,0.8762151479542784
D2194,D2192,P738,P214,0.8920943415325437
D2194,D2192,P738,P734,0.8986463480845504
D2194,D6252,P738,P214,0.881981981981982
D2194,D6252,P738,P734,0.8885339885339886
D2195,D2187,P738,P214,0.8794178794178794
D2195,D2187,P738,P734,0.885969885969886
D2195,D2192,P738,P214,0.9091850471160816
D2195,D2192,P738,P734,0.9157370536680881
D2195,D6252,P738,P214,0.8556661925082979
D2195,D6252,P738,P734,0.8622181990603043
D2196,D7006,P686,P1068,0.9638643067846607
D2202,D2209,P753,P739,0.8174452861952862
D2202,D2209,P753,P743,0.8181923131571468
D2202,D2209,P753,P896,0.8156347684001136
D2202,D2212,P753,P739,0.8085793207152431
D2202,D2212,P753,P743,0.8093263476771039
D2202,D2212,P753,P896,0.8067688029200705
D2202,D2231,P753,P739,0.8000841750841751
D2202,D2231,P753,P743,0.8008312020460359
D2202,D2231,P753,P896,0.7982736572890025
D2203,D2209,P753,P739,0.8222472956515511
D2203,D2209,P753,P743,0.8229943226134117
D2203,D2209,P753,P896,0.8204367778563785
D2203,D2231,P753,P739,0.8041691424044366
D2203,D2231,P753,P743,0.8049161693662973
D2203,D2231,P753,P896,0.8023586246092641
D2204,D6242,P753,P739,0.8048092609948281
D2204,D6242,P753,P743,0.8055562879566888
D2204,D6242,P753,P896,0.8029987431996556
D2205,D6242,P753,P739,0.8164699428744373
D2205,D6242,P753,P743,0.817216969836298
D2205,D6242,P753,P896,0.8146594250792648
D2206,D2209,P753,P739,0.8198210171894383
D2206,D2209,P753,P743,0.8205680441512989
D2206,D2209,P753,P896,0.8180104993942657
D2206,D2212,P753,P739,0.8107050901168549
D2206,D2212,P753,P743,0.8114521170787156
D2206,D2212,P753,P896,0.8088945723216824
D2206,D2231,P753,P739,0.7917508417508418
D2206,D2231,P753,P743,0.7924978687127023
D2206,D2231,P753,P896,0.7899403239556692
D2207,D6242,P753,P739,0.8200117113160591
D2207,D6242,P753,P743,0.8207587382779199
D2207,D6242,P753,P896,0.8182011935208866
D2208,D2209,P753,P739,0.8655603655603655
D2208,D2209,P753,P743,0.8663073925222262
D2208,D2209,P753,P896,0.863749847765193
D2208,D6242,P753,P739,0.907990157990158
D2208,D6242,P753,P743,0.9087371849520188
D2208,D6242,P753,P896,0.9061796401949854
D2209,D6242,P753,P739,0.8522872402182747
D2209,D6242,P753,P743,0.8530342671801354
D2209,D6242,P753,P896,0.8504767224231022
D221,D202,P146,P175,0.903153153153153
D221,D5874,P175,P146,0.9064864864864864
D2210,D6242,P753,P739,0.8116089977792106
D2210,D6242,P753,P743,0.8123560247410713
D2210,D6242,P753,P896,0.8097984799840381
D2212,D2231,P753,P739,0.8182880585793207
D2212,D2231,P753,P743,0.8190350855411813
D2212,D2231,P753,P896,0.8164775407841481
D2213,D2212,P753,P739,0.8563556527474053
D2213,D2212,P753,P743,0.857102679709266
D2213,D2212,P753,P896,0.8545451349522328
D2213,D2231,P753,P739,0.8182880585793207
D2213,D2231,P753,P743,0.8190350855411813
D2213,D2231,P753,P896,0.8164775407841481
D2214,D2209,P753,P739,0.8094379165807738
D2214,D2209,P753,P743,0.8101849435426344
D2214,D2209,P753,P896,0.8076273987856012
D2214,D2212,P753,P739,0.8118155666699356
D2214,D2212,P753,P743,0.8125625936317963
D2214,D2212,P753,P896,0.8100050488747631
D2214,D2231,P753,P739,0.8486952861952862
D2214,D2231,P753,P743,0.8494423131571468
D2214,D2231,P753,P896,0.8468847684001136
D2215,D2212,P753,P739,0.8247605504887058
D2215,D2212,P753,P743,0.8255075774505665
D2215,D2212,P753,P896,0.8229500326935333
D2215,D2231,P753,P739,0.8326749341600826
D2215,D2231,P753,P743,0.8334219611219433
D2215,D2231,P753,P896,0.8308644163649102
D2216,D2212,P753,P739,0.8502542431113861
D2216,D2212,P753,P743,0.8510012700732467
D2216,D2212,P753,P896,0.8484437253162135
D2216,D2231,P753,P739,0.812904687904688
D2216,D2231,P753,P743,0.8136517148665486
D2216,D2231,P753,P896,0.8110941701095155
D2217,D2209,P753,P739,0.8094379165807738
D2217,D2209,P753,P743,0.8101849435426344
D2217,D2209,P753,P896,0.8076273987856012
D2217,D2212,P753,P739,0.8460463743968898
D2217,D2212,P753,P743,0.8467934013587506
D2217,D2212,P753,P896,0.8442358566017173
D2217,D2231,P753,P739,0.813973063973064
D2217,D2231,P753,P743,0.8147200909349247
D2217,D2231,P753,P896,0.8121625461778915
D2218,D2209,P753,P739,0.8198210171894383
D2218,D2209,P753,P743,0.8205680441512989
D2218,D2209,P753,P896,0.8180104993942657
D2218,D2231,P753,P739,0.8128729539620628
D2218,D2231,P753,P743,0.8136199809239235
D2218,D2231,P753,P896,0.8110624361668903
D2219,D2212,P753,P739,0.8671131605914214
D2219,D2212,P753,P743,0.8678601875532822
D2219,D2212,P753,P896,0.8653026427962489
D2219,D2231,P753,P739,0.8207070707070706
D2219,D2231,P753,P743,0.8214540976689314
D2219,D2231,P753,P896,0.8188965529118981
D222,D196,P146,P175,0.8963963963963963
D222,D202,P146,P175,0.9285154719937329
D222,D204,P146,P175,0.9124124124124124
D222,D584,P175,P146,0.8738738738738738
D222,D601,P175,P146,0.9080551139374667
D2220,D2212,P753,P739,0.8476430976430976
D2220,D2212,P753,P743,0.8483901246049582
D2220,D2212,P753,P896,0.845832579847925
D2220,D2231,P753,P739,0.8107984607984609
D2220,D2231,P753,P743,0.8115454877603215
D2220,D2231,P753,P896,0.8089879430032884
D2221,D2212,P753,P739,0.8375420875420875
D2221,D2212,P753,P743,0.8382891145039482
D2221,D2212,P753,P896,0.835731569746915
D2221,D2231,P753,P739,0.8400501614787329
D2221,D2231,P753,P743,0.8407971884405936
D2221,D2231,P753,P896,0.8382396436835604
D2222,D2212,P753,P739,0.864152275442598
D2222,D2212,P753,P743,0.8648993024044588
D2222,D2212,P753,P896,0.8623417576474255
D2222,D2231,P753,P739,0.8184175084175084
D2222,D2231,P753,P743,0.8191645353793691
D2222,D2231,P753,P896,0.8166069906223359
D2223,D2212,P753,P739,0.8400501614787329
D2223,D2212,P753,P743,0.8407971884405936
D2223,D2212,P753,P896,0.8382396436835604
D2223,D2231,P753,P739,0.8366488009345153
D2223,D2231,P753,P743,0.8373958278963759
D2223,D2231,P753,P896,0.8348382831393427
D2224,D2212,P753,P739,0.8257252007252007
D2224,D2212,P753,P743,0.8264722276870614
D2224,D2212,P753,P896,0.8239146829300282
D2224,D2231,P753,P739,0.8279967964433984
D2224,D2231,P753,P743,0.8287438234052592
D2224,D2231,P753,P896,0.8261862786482258
D2225,D2212,P753,P739,0.8654350522771576
D2225,D2212,P753,P743,0.8661820792390182
D2225,D2212,P753,P896,0.8636245344819851
D2225,D2231,P753,P739,0.8375420875420875
D2225,D2231,P753,P743,0.8382891145039482
D2225,D2231,P753,P896,0.835731569746915
D2226,D2209,P753,P739,0.8151185393453435
D2226,D2209,P753,P743,0.8158655663072042
D2226,D2209,P753,P896,0.813308021550171
D2227,D2212,P753,P739,0.8847911347911349
D2227,D2212,P753,P743,0.8855381617529955
D2227,D2212,P753,P896,0.8829806169959623
D2227,D2231,P753,P739,0.8250841750841751
D2227,D2231,P753,P743,0.8258312020460358
D2227,D2231,P753,P896,0.8232736572890026
D2228,D2212,P753,P739,0.8260742740940761
D2228,D2212,P753,P743,0.8268213010559368
D2228,D2212,P753,P896,0.8242637562989036
D2228,D2231,P753,P739,0.8118155666699356
D2228,D2231,P753,P743,0.8125625936317963
D2228,D2231,P753,P896,0.8100050488747631
D2229,D2212,P753,P739,0.8366488009345153
D2229,D2212,P753,P743,0.8373958278963759
D2229,D2212,P753,P896,0.8348382831393427
D2229,D2231,P753,P739,0.845223063973064
D2229,D2231,P753,P743,0.8459700909349247
D2229,D2231,P753,P896,0.8434125461778915
D223,D202,P146,P175,0.8683430265708747
D223,D213,P146,P175,0.8555341055341055
D223,D584,P175,P146,0.8918918918918918
D223,D589,P175,P146,0.8753753753753752
D2230,D2212,P753,P739,0.8701391201391201
D2230,D2212,P753,P743,0.8708861471009808
D2230,D2212,P753,P896,0.8683286023439476
D2230,D2231,P753,P739,0.8230433587576446
D2230,D2231,P753,P743,0.8237903857195051
D2230,D2231,P753,P896,0.821232840962472
D2231,D2212,P753,P739,0.8182880585793207
D2231,D2212,P753,P743,0.8190350855411813
D2231,D2212,P753,P896,0.8164775407841481
D2232,D2212,P753,P739,0.8529192266305669
D2232,D2212,P753,P743,0.8536662535924275
D2232,D2212,P753,P896,0.8511087088353944
D2232,D2231,P753,P739,0.8375420875420875
D2232,D2231,P753,P743,0.8382891145039482
D2232,D2231,P753,P896,0.835731569746915
D2233,D2212,P753,P739,0.874904963614641
D2233,D2212,P753,P743,0.8756519905765018
D2233,D2212,P753,P896,0.8730944458194685
D2233,D2231,P753,P739,0.8341750841750842
D2233,D2231,P753,P743,0.8349221111369448
D2233,D2231,P753,P896,0.8323645663799116
D2234,D2212,P753,P739,0.8554871054871055
D2234,D2212,P753,P743,0.8562341324489662
D2234,D2212,P753,P896,0.853676587691933
D2234,D2231,P753,P739,0.8328855935238915
D2234,D2231,P753,P743,0.8336326204857522
D2234,D2231,P753,P896,0.831075075728719
D2235,D2212,P753,P739,0.8754387850132531
D2235,D2212,P753,P743,0.8761858119751138
D2235,D2212,P753,P896,0.8736282672180806
D2235,D2231,P753,P739,0.8529192266305669
D2235,D2231,P753,P743,0.8536662535924275
D2235,D2231,P753,P896,0.8511087088353944
D2236,D2212,P753,P739,0.8476430976430976
D2236,D2212,P753,P743,0.8483901246049582
D2236,D2212,P753,P896,0.845832579847925
D2236,D2231,P753,P739,0.8107984607984609
D2236,D2231,P753,P743,0.8115454877603215
D2236,D2231,P753,P896,0.8089879430032884
D2238,D1554,P212,P1155,0.7621595071061708
D2238,D1554,P212,P1205,0.7621595071061708
D2238,D1554,P212,P1250,0.7621595071061708
D2238,D1554,P212,P133,0.7621595071061708
D2238,D1554,P212,P134,0.7621595071061708
D2238,D1554,P212,P135,0.7621595071061708
D2238,D1554,P212,P136,0.7621595071061708
D2238,D1554,P212,P137,0.7621595071061708
D2238,D1554,P212,P138,0.7627254380625942
D2238,D1554,P212,P139,0.7621595071061708
D2238,D1554,P212,P140,0.7621595071061708
D2238,D1554,P212,P141,0.7621595071061708
D2238,D1554,P212,P142,0.7621595071061708
D2238,D1554,P212,P143,0.7621595071061708
D2238,D1554,P212,P144,0.7621595071061708
D2238,D1554,P212,P211,0.844785426743975
D2238,D1554,P212,P761,0.8465302206587784
D2238,D1558,P212,P1155,0.7957470890678997
D2238,D1558,P212,P1205,0.7957470890678997
D2238,D1558,P212,P1250,0.7957470890678997
D2238,D1558,P212,P133,0.7957470890678997
D2238,D1558,P212,P134,0.7957470890678997
D2238,D1558,P212,P135,0.7957470890678997
D2238,D1558,P212,P136,0.7957470890678997
D2238,D1558,P212,P137,0.7957470890678997
D2238,D1558,P212,P138,0.796313020024323
D2238,D1558,P212,P139,0.7957470890678997
D2238,D1558,P212,P140,0.7957470890678997
D2238,D1558,P212,P141,0.7957470890678997
D2238,D1558,P212,P142,0.7957470890678997
D2238,D1558,P212,P143,0.7957470890678997
D2238,D1558,P212,P144,0.7957470890678997
D2238,D1558,P212,P211,0.8783730087057039
D2238,D1558,P212,P761,0.8801178026205072
D2238,D1558,P213,P290,0.9034535923527599
D2238,D185,P133,P1155,0.9983539094650206
D2238,D185,P133,P1205,0.9983539094650206
D2238,D185,P133,P1250,0.9983539094650206
D2238,D185,P133,P134,0.9991769547325102
D2238,D185,P133,P135,0.9983539094650206
D2238,D185,P133,P136,0.9983539094650206
D2238,D185,P133,P137,0.9983539094650206
D2238,D185,P133,P138,0.9991769547325102
D2238,D185,P133,P139,0.9983539094650206
D2238,D185,P133,P140,0.9983539094650206
D2238,D185,P133,P141,0.9983539094650206
D2238,D185,P133,P142,0.9983539094650206
D2238,D185,P133,P143,0.9983539094650206
D2238,D185,P133,P144,0.9983539094650206
D2238,D185,P133,P211,0.8790459965928449
D2238,D185,P133,P212,0.8879456706281834
D2238,D185,P133,P761,0.8757062146892656
D2238,D185,P141,P1155,0.9983539094650206
D2238,D185,P141,P1205,0.9991769547325102
D2238,D185,P141,P1250,0.9983539094650206
D2238,D185,P141,P133,0.9983539094650206
D2238,D185,P141,P134,0.9983539094650206
D2238,D185,P141,P135,0.9983539094650206
D2238,D185,P141,P136,0.9983539094650206
D2238,D185,P141,P137,0.9983539094650206
D2238,D185,P141,P138,0.9991769547325102
D2238,D185,P141,P139,0.9983539094650206
D2238,D185,P141,P140,0.9991769547325102
D2238,D185,P141,P142,0.9983539094650206
D2238,D185,P141,P143,0.9983539094650206
D2238,D185,P141,P144,0.9983539094650206
D2238,D185,P141,P211,0.8790459965928449
D2238,D185,P141,P212,0.8879456706281834
D2238,D185,P141,P761,0.8757062146892656
D2238,D185,P144,P1155,0.9983539094650206
D2238,D185,P144,P1205,0.9983539094650206
D2238,D185,P144,P1250,0.9983539094650206
D2238,D185,P144,P133,0.9983539094650206
D2238,D185,P144,P134,0.9983539094650206
D2238,D185,P144,P135,0.9983539094650206
D2238,D185,P144,P136,0.9983539094650206
D2238,D185,P144,P137,0.9983539094650206
D2238,D185,P144,P138,0.9991769547325102
D2238,D185,P144,P139,0.9983539094650206
D2238,D185,P144,P140,0.9983539094650206
D2238,D185,P144,P141,0.9983539094650206
D2238,D185,P144,P142,0.9983539094650206
D2238,D185,P144,P143,0.9991769547325102
D2238,D185,P144,P211,0.8796138557637706
D2238,D185,P144,P212,0.8879456706281834
D2238,D185,P144,P761,0.876271186440678
D2238,D746,P213,P290,0.8623188405797101
D2238,D746,P291,P180,0.8545064377682404
D2238,D746,P291,P690,0.7506638714185884
D2238,D746,P291,P755,0.7511482254697285
D2244,D2247,P225,P220,0.896214981047886
D2244,D2248,P225,P220,0.8731025829354878
D2244,D2339,P225,P220,0.8469217854132269
D2245,D2247,P225,P220,0.8678504820951517
D2245,D2248,P225,P220,0.851043759406076
D2246,D2247,P225,P220,0.8916971889194744
D2246,D2248,P225,P220,0.8641481315897321
D2247,D2248,P225,P220,0.8917533765862814
D2248,D2247,P225,P220,0.8917533765862814
D2249,D2247,P225,P220,0.9252734512828268
D2249,D2248,P225,P220,0.9364923718407406
D2250,D2247,P225,P220,0.8576263924592974
D2251,D2247,P225,P220,0.8697732851146646
D2251,D2248,P225,P220,0.8769479263826012
D2252,D5318,P759,P1082,0.8890926640926641
D2252,D5318,P759,P757,0.8908944658944659
D2252,D5318,P759,P758,0.8908944658944659
D2253,D5318,P759,P1082,0.9255730978503256
D2253,D5318,P759,P757,0.9273748996521274
D2253,D5318,P759,P758,0.9273748996521274
D2254,D2256,P256,P760,0.8280594996619337
D2255,D2256,P256,P760,0.8658263305322129
D2258,D2256,P256,P760,0.804979769685652
D2260,D2256,P256,P760,0.8402852049910874
D2261,D2730,P735,P619,0.9747374605272822
D2261,D2730,P735,P726,0.978482778879342
D2264,D2263,P184,P229,0.9401910067648229
D2264,D2263,P184,P762,0.9318344608038202
D2264,D2263,P184,P770,0.9346199761241545
D2264,D2263,P184,P774,0.9290489454834859
D2266,D2263,P184,P229,0.9138682554420715
D2266,D2263,P184,P762,0.9055117094810688
D2266,D2263,P184,P770,0.9082972248014031
D2266,D2263,P184,P774,0.9027261941607345
D2267,D2263,P184,P229,0.9503184380190147
D2267,D2263,P184,P762,0.941961892058012
D2267,D2263,P184,P770,0.9447474073783463
D2267,D2263,P184,P774,0.9391763767376776
D227,D5874,P175,P146,0.8656531531531532
D2270,D2274,P686,P1068,0.8817387029199265
D2271,D2274,P686,P1068,0.8647652076855618
D2272,D2274,P686,P1068,0.8647652076855618
D2273,D2274,P686,P1068,0.8854329342356411
D2275,D2308,P761,P1155,0.8034170580627595
D2275,D2308,P761,P1205,0.8034170580627595
D2275,D2308,P761,P1250,0.8034170580627595
D2275,D2308,P761,P133,0.8034170580627595
D2275,D2308,P761,P134,0.8034170580627595
D2275,D2308,P761,P135,0.8034170580627595
D2275,D2308,P761,P136,0.8034170580627595
D2275,D2308,P761,P137,0.8034170580627595
D2275,D2308,P761,P138,0.803982029814172
D2275,D2308,P761,P139,0.8034170580627595
D2275,D2308,P761,P140,0.8034170580627595
D2275,D2308,P761,P141,0.8034170580627595
D2275,D2308,P761,P142,0.8034170580627595
D2275,D2308,P761,P143,0.8034170580627595
D2275,D2308,P761,P144,0.803982029814172
D2275,D2308,P761,P211,0.9005921993056973
D2275,D2308,P761,P212,0.9000272275542849
D2275,D2310,P291,P180,0.8780836735405981
D2275,D2310,P291,P690,0.7742411071909462
D2275,D2310,P291,P755,0.7747254612420864
D2275,D2311,P291,P180,0.9001204728559596
D2275,D2311,P291,P690,0.7962779065063077
D2275,D2311,P291,P755,0.7967622605574478
D2275,D2312,P761,P1155,0.7757062146892655
D2275,D2312,P761,P1205,0.7757062146892655
D2275,D2312,P761,P1250,0.7757062146892655
D2275,D2312,P761,P133,0.7757062146892655
D2275,D2312,P761,P134,0.7757062146892655
D2275,D2312,P761,P135,0.7757062146892655
D2275,D2312,P761,P136,0.7757062146892655
D2275,D2312,P761,P137,0.7757062146892655
D2275,D2312,P761,P138,0.7762711864406779
D2275,D2312,P761,P139,0.7757062146892655
D2275,D2312,P761,P140,0.7757062146892655
D2275,D2312,P761,P141,0.7757062146892655
D2275,D2312,P761,P142,0.7757062146892655
D2275,D2312,P761,P143,0.7757062146892655
D2275,D2312,P761,P144,0.7762711864406779
D2275,D2312,P761,P211,0.8728813559322033
D2275,D2312,P761,P212,0.8723163841807909
D2275,D2313,P761,P1155,0.7477992379450794
D2275,D2313,P761,P1205,0.7477992379450794
D2275,D2313,P761,P1250,0.7477992379450794
D2275,D2313,P761,P133,0.7477992379450794
D2275,D2313,P761,P134,0.7477992379450794
D2275,D2313,P761,P135,0.7477992379450794
D2275,D2313,P761,P136,0.7477992379450794
D2275,D2313,P761,P137,0.7477992379450794
D2275,D2313,P761,P138,0.7483642096964919
D2275,D2313,P761,P139,0.7477992379450794
D2275,D2313,P761,P140,0.7477992379450794
D2275,D2313,P761,P141,0.7477992379450794
D2275,D2313,P761,P142,0.7477992379450794
D2275,D2313,P761,P143,0.7477992379450794
D2275,D2313,P761,P144,0.7483642096964919
D2275,D2313,P761,P211,0.8449743791880172
D2275,D2313,P761,P212,0.844409407436605
D2278,D2279,P762,P184,0.9008820798514391
D2278,D2279,P762,P229,0.899025069637883
D2278,D2279,P762,P770,0.9036675951717735
D2278,D2279,P762,P774,0.8915970287836582
D2278,D2290,P762,P184,0.8657943605531936
D2278,D2290,P762,P229,0.8639373503396374
D2278,D2290,P762,P770,0.8685798758735279
D2278,D2290,P762,P774,0.8565093094854127
D2279,D2290,P762,P184,0.8700601620432199
D2279,D2290,P762,P229,0.8682031518296638
D2279,D2290,P762,P770,0.8728456773635543
D2279,D2290,P762,P774,0.860775110975439
D2280,D2279,P762,P184,0.8970359260052853
D2280,D2279,P762,P229,0.8951789157917291
D2280,D2279,P762,P770,0.8998214413256197
D2280,D2279,P762,P774,0.8877508749375044
D2280,D2290,P762,P184,0.8630032919726514
D2280,D2290,P762,P229,0.8611462817590952
D2280,D2290,P762,P770,0.8657888072929856
D2280,D2290,P762,P774,0.8537182409048704
D2284,D2286,P763,P439,0.9461493920092646
D2284,D2286,P763,P744,0.9291642540050183
D2284,D2287,P763,P439,0.8698867657466384
D2284,D2287,P763,P744,0.8529016277423921
D2285,D2286,P763,P439,0.8604273062871789
D2285,D2286,P763,P744,0.8434421682829326
D2286,D2287,P763,P439,0.8939608398207124
D2286,D2287,P763,P744,0.8769757018164661
D2287,D2286,P763,P439,0.8939608398207124
D2287,D2286,P763,P744,0.8769757018164661
D2288,D2286,P763,P439,0.8583483042081769
D2288,D2286,P763,P744,0.8413631662039306
D2289,D2279,P762,P184,0.9140399745882813
D2289,D2279,P762,P229,0.9121829643747251
D2289,D2279,P762,P770,0.9168254899086156
D2289,D2279,P762,P774,0.9047549235205005
D2289,D2290,P762,P184,0.8651677941371535
D2289,D2290,P762,P229,0.8633107839235974
D2289,D2290,P762,P770,0.8679533094574877
D2289,D2290,P762,P774,0.8558827430693725
D229,D5874,P175,P146,0.8604702263238848
D2290,D2279,P762,P184,0.8700601620432199
D2290,D2279,P762,P229,0.8682031518296638
D2290,D2279,P762,P770,0.8728456773635543
D2290,D2279,P762,P774,0.860775110975439
D2291,D2279,P762,P184,0.8827661378224537
D2291,D2279,P762,P229,0.8809091276088975
D2291,D2279,P762,P770,0.8855516531427879
D2291,D2279,P762,P774,0.8734810867546727
D2291,D2290,P762,P184,0.9031343321036914
D2291,D2290,P762,P229,0.9012773218901353
D2291,D2290,P762,P770,0.9059198474240256
D2291,D2290,P762,P774,0.8938492810359105
D2298,D2299,P761,P1155,0.8129042823221159
D2298,D2299,P761,P1205,0.8129042823221159
D2298,D2299,P761,P1250,0.8129042823221159
D2298,D2299,P761,P133,0.8129042823221159
D2298,D2299,P761,P134,0.8129042823221159
D2298,D2299,P761,P135,0.8129042823221159
D2298,D2299,P761,P136,0.8129042823221159
D2298,D2299,P761,P137,0.8129042823221159
D2298,D2299,P761,P138,0.8134692540735283
D2298,D2299,P761,P139,0.8129042823221159
D2298,D2299,P761,P140,0.8129042823221159
D2298,D2299,P761,P141,0.8129042823221159
D2298,D2299,P761,P142,0.8129042823221159
D2298,D2299,P761,P143,0.8129042823221159
D2298,D2299,P761,P144,0.8134692540735283
D2298,D2299,P761,P211,0.9100794235650537
D2298,D2299,P761,P212,0.9095144518136412
D2298,D2300,P761,P1155,0.8168826852775007
D2298,D2300,P761,P1205,0.8168826852775007
D2298,D2300,P761,P1250,0.8168826852775007
D2298,D2300,P761,P133,0.8168826852775007
D2298,D2300,P761,P134,0.8168826852775007
D2298,D2300,P761,P135,0.8168826852775007
D2298,D2300,P761,P136,0.8168826852775007
D2298,D2300,P761,P137,0.8168826852775007
D2298,D2300,P761,P138,0.8174476570289132
D2298,D2300,P761,P139,0.8168826852775007
D2298,D2300,P761,P140,0.8168826852775007
D2298,D2300,P761,P141,0.8168826852775007
D2298,D2300,P761,P142,0.8168826852775007
D2298,D2300,P761,P143,0.8168826852775007
D2298,D2300,P761,P144,0.8174476570289132
D2298,D2300,P761,P211,0.9140578265204388
D2298,D2300,P761,P212,0.9134928547690263
D2298,D2302,P761,P1155,0.8252011641842151
D2298,D2302,P761,P1205,0.8252011641842151
D2298,D2302,P761,P1250,0.8252011641842151
D2298,D2302,P761,P133,0.8252011641842151
D2298,D2302,P761,P134,0.8252011641842151
D2298,D2302,P761,P135,0.8252011641842151
D2298,D2302,P761,P136,0.8252011641842151
D2298,D2302,P761,P137,0.8252011641842151
D2298,D2302,P761,P138,0.8257661359356274
D2298,D2302,P761,P139,0.8252011641842151
D2298,D2302,P761,P140,0.8252011641842151
D2298,D2302,P761,P141,0.8252011641842151
D2298,D2302,P761,P142,0.8252011641842151
D2298,D2302,P761,P143,0.8252011641842151
D2298,D2302,P761,P144,0.8257661359356274
D2298,D2302,P761,P211,0.9223763054271529
D2298,D2302,P761,P212,0.9218113336757404
D2298,D4606,P761,P1155,0.8217846460618144
D2298,D4606,P761,P1205,0.8217846460618144
D2298,D4606,P761,P1250,0.8217846460618144
D2298,D4606,P761,P133,0.8217846460618144
D2298,D4606,P761,P134,0.8217846460618144
D2298,D4606,P761,P135,0.8217846460618144
D2298,D4606,P761,P136,0.8217846460618144
D2298,D4606,P761,P137,0.8217846460618144
D2298,D4606,P761,P138,0.8223496178132269
D2298,D4606,P761,P139,0.8217846460618144
D2298,D4606,P761,P140,0.8217846460618144
D2298,D4606,P761,P141,0.8217846460618144
D2298,D4606,P761,P142,0.8217846460618144
D2298,D4606,P761,P143,0.8217846460618144
D2298,D4606,P761,P144,0.8223496178132269
D2298,D4606,P761,P211,0.9189597873047525
D2298,D4606,P761,P212,0.91839481555334
D2298,D6645,P761,P1155,0.8072130640043339
D2298,D6645,P761,P1205,0.8072130640043339
D2298,D6645,P761,P1250,0.8072130640043339
D2298,D6645,P761,P133,0.8072130640043339
D2298,D6645,P761,P134,0.8072130640043339
D2298,D6645,P761,P135,0.8072130640043339
D2298,D6645,P761,P136,0.8072130640043339
D2298,D6645,P761,P137,0.8072130640043339
D2298,D6645,P761,P138,0.8077780357557464
D2298,D6645,P761,P139,0.8072130640043339
D2298,D6645,P761,P140,0.8072130640043339
D2298,D6645,P761,P141,0.8072130640043339
D2298,D6645,P761,P142,0.8072130640043339
D2298,D6645,P761,P143,0.8072130640043339
D2298,D6645,P761,P144,0.8077780357557464
D2298,D6645,P761,P211,0.9043882052472719
D2298,D6645,P761,P212,0.9038232334958595
D2298,D6743,P761,P1155,0.8193681865202515
D2298,D6743,P761,P1205,0.8193681865202515
D2298,D6743,P761,P1250,0.8193681865202515
D2298,D6743,P761,P133,0.8193681865202515
D2298,D6743,P761,P134,0.8193681865202515
D2298,D6743,P761,P135,0.8193681865202515
D2298,D6743,P761,P136,0.8193681865202515
D2298,D6743,P761,P137,0.8193681865202515
D2298,D6743,P761,P138,0.8199331582716639
D2298,D6743,P761,P139,0.8193681865202515
D2298,D6743,P761,P140,0.8193681865202515
D2298,D6743,P761,P141,0.8193681865202515
D2298,D6743,P761,P142,0.8193681865202515
D2298,D6743,P761,P143,0.8193681865202515
D2298,D6743,P761,P144,0.8199331582716639
D2298,D6743,P761,P211,0.9165433277631893
D2298,D6743,P761,P212,0.9159783560117769
D2299,D2300,P761,P1155,0.805283679477998
D2299,D2300,P761,P1205,0.805283679477998
D2299,D2300,P761,P1250,0.805283679477998
D2299,D2300,P761,P133,0.805283679477998
D2299,D2300,P761,P134,0.805283679477998
D2299,D2300,P761,P135,0.805283679477998
D2299,D2300,P761,P136,0.805283679477998
D2299,D2300,P761,P137,0.805283679477998
D2299,D2300,P761,P138,0.8058486512294104
D2299,D2300,P761,P139,0.805283679477998
D2299,D2300,P761,P140,0.805283679477998
D2299,D2300,P761,P141,0.805283679477998
D2299,D2300,P761,P142,0.805283679477998
D2299,D2300,P761,P143,0.805283679477998
D2299,D2300,P761,P144,0.8058486512294104
D2299,D2300,P761,P211,0.9024588207209358
D2299,D2300,P761,P212,0.9018938489695234
D2299,D2302,P761,P1155,0.8129042823221159
D2299,D2302,P761,P1205,0.8129042823221159
D2299,D2302,P761,P1250,0.8129042823221159
D2299,D2302,P761,P133,0.8129042823221159
D2299,D2302,P761,P134,0.8129042823221159
D2299,D2302,P761,P135,0.8129042823221159
D2299,D2302,P761,P136,0.8129042823221159
D2299,D2302,P761,P137,0.8129042823221159
D2299,D2302,P761,P138,0.8134692540735283
D2299,D2302,P761,P139,0.8129042823221159
D2299,D2302,P761,P140,0.8129042823221159
D2299,D2302,P761,P141,0.8129042823221159
D2299,D2302,P761,P142,0.8129042823221159
D2299,D2302,P761,P143,0.8129042823221159
D2299,D2302,P761,P144,0.8134692540735283
D2299,D2302,P761,P211,0.9100794235650537
D2299,D2302,P761,P212,0.9095144518136412
D2299,D4606,P761,P1155,0.8016321406151915
