D_1,D_2,T_1,T_2,Value
D68,D949,P302,P401,0.898501872659176
D68,D949,P349,P282,0.9329309188464118
D68,D949,P349,P345,0.9361846571622539
D68,D949,P355,P271,0.9009803921568627
D68,D949,P355,P369,0.8961461461461462
D68,D949,P398,P422,0.9183937823834197
D68,D949,P399,P330,0.9298751200768492
D68,D949,P402,P151,0.9772079772079771
D68,D949,P402,P28,0.9753086419753086
D68,D949,P410,P269,0.9102725366876311
D68,D949,P410,P341,0.9115303983228511
D68,D949,P410,P460,0.8700209643605871
D68,D949,P45,P1244,0.9610619469026549
D68,D949,P45,P30,0.9997050147492627
D68,D949,P45,P450,0.8722504230118444
D68,D949,P45,P46,0.9610619469026549
D68,D949,P453,P1084,0.8719512195121951
D68,D949,P453,P449,0.9036334913112164
D68,D949,P453,P475,0.8799864773495605
D68,D949,P453,P490,0.872628726287263
D68,D949,P453,P493,0.8750422154677473
D68,D949,P453,P507,0.9071476285905143
D68,D949,P466,P327,0.8946236559139785
D68,D949,P475,P1084,0.8918187964841109
D68,D949,P475,P294,0.8745173745173744
D68,D949,P475,P449,0.8682464454976303
D68,D949,P475,P453,0.8799864773495605
D68,D949,P475,P490,0.8931710615280596
D68,D949,P475,P491,0.8699834162520729
D68,D949,P475,P492,0.8900675024108003
D68,D949,P475,P507,0.8744154976619907
D68,D949,P502,P474,0.9916142557651991
D68,D949,P511,P305,0.90891675374434
D68,D949,P56,P448,0.9224043715846996
D68,D949,P56,P529,0.8769574944071588
D68,D949,P56,P834,0.8803131991051454
D68,D949,P653,P396,0.894105894105894
D68,D991,P197,P76,0.7811989006018857
D68,D991,P261,P443,0.7872208436724565
D68,D991,P261,P522,0.8018336029808305
D68,D991,P271,P355,0.7984162895927601
D68,D991,P271,P369,0.7998868778280542
D68,D991,P279,P268,0.8068453068453069
D68,D991,P279,P280,0.8078301626688723
D68,D991,P279,P322,0.8215697086664829
D68,D991,P281,P310,0.7767462422634837
D68,D991,P296,P655,0.7960898958523662
D68,D991,P33,P32,0.8053816338700059
D68,D991,P332,P324,0.7788722117990411
D68,D991,P349,P282,0.8303668162823094
D68,D991,P349,P345,0.8336205545981512
D68,D991,P384,P284,0.7810601700876015
D68,D991,P403,P178,0.7671220317227468
D68,D991,P419,P810,0.8565756823821339
D68,D991,P422,P398,0.8158296798193172
D68,D991,P443,P261,0.7872208436724565
D68,D991,P443,P522,0.7890866303868216
D68,D991,P457,P1088,0.8928062678062677
D68,D991,P457,P1221,0.8928062678062677
D68,D991,P457,P1252,0.8937321937321937
D68,D991,P457,P530,0.840267911508017
D68,D991,P457,P83,0.8937321937321937
D68,D991,P457,P91,0.8946581196581196
D68,D991,P457,P975,0.8937321937321937
D68,D991,P457,P980,0.8937321937321937
D68,D991,P475,P1084,0.7892546939200082
D68,D991,P475,P294,0.7719532719532719
D68,D991,P475,P449,0.7656823429335278
D68,D991,P475,P453,0.777422374785458
D68,D991,P475,P490,0.7906069589639569
D68,D991,P475,P491,0.7674193136879705
D68,D991,P475,P492,0.7875033998466977
D68,D991,P475,P507,0.771851395097888
D68,D991,P499,P176,0.7737538211990765
D68,D991,P499,P51,0.7748211999125519
D68,D991,P499,P52,0.7882547559966916
D68,D991,P501,P461,0.8116571163975227
D68,D991,P501,P515,0.8011228801296522
D68,D991,P502,P474,0.8890501532010967
D68,D991,P511,P305,0.8063526511802374
D68,D991,P52,P176,0.7899744213612827
D68,D991,P52,P499,0.7882547559966916
D68,D991,P52,P51,0.7995877447765389
D68,D991,P524,P447,0.8155944652108335
D68,D991,P650,P516,0.8282133202260997
D6802,D1296,P78,P81,0.8995447384416906
D6803,D2299,P761,P1155,0.7879869164436514
D6803,D2299,P761,P1205,0.7879869164436514
D6803,D2299,P761,P1250,0.7879869164436514
D6803,D2299,P761,P133,0.7879869164436514
D6803,D2299,P761,P134,0.7879869164436514
D6803,D2299,P761,P135,0.7879869164436514
D6803,D2299,P761,P136,0.7879869164436514
D6803,D2299,P761,P137,0.7879869164436514
D6803,D2299,P761,P138,0.7885518881950638
D6803,D2299,P761,P139,0.7879869164436514
D6803,D2299,P761,P140,0.7879869164436514
D6803,D2299,P761,P141,0.7879869164436514
D6803,D2299,P761,P142,0.7879869164436514
D6803,D2299,P761,P143,0.7879869164436514
D6803,D2299,P761,P144,0.7885518881950638
D6803,D2299,P761,P211,0.8851620576865894
D6803,D2299,P761,P212,0.8845970859351769
D6803,D2300,P761,P1155,0.7912617702448211
D6803,D2300,P761,P1205,0.7912617702448211
D6803,D2300,P761,P1250,0.7912617702448211
D6803,D2300,P761,P133,0.7912617702448211
D6803,D2300,P761,P134,0.7912617702448211
D6803,D2300,P761,P135,0.7912617702448211
D6803,D2300,P761,P136,0.7912617702448211
D6803,D2300,P761,P137,0.7912617702448211
D6803,D2300,P761,P138,0.7918267419962336
D6803,D2300,P761,P139,0.7912617702448211
D6803,D2300,P761,P140,0.7912617702448211
D6803,D2300,P761,P141,0.7912617702448211
D6803,D2300,P761,P142,0.7912617702448211
D6803,D2300,P761,P143,0.7912617702448211
D6803,D2300,P761,P144,0.7918267419962336
D6803,D2300,P761,P211,0.8884369114877589
D6803,D2300,P761,P212,0.8878719397363465
D6803,D2302,P761,P1155,0.7980806439130098
D6803,D2302,P761,P1205,0.7980806439130098
D6803,D2302,P761,P1250,0.7980806439130098
D6803,D2302,P761,P133,0.7980806439130098
D6803,D2302,P761,P134,0.7980806439130098
D6803,D2302,P761,P135,0.7980806439130098
D6803,D2302,P761,P136,0.7980806439130098
D6803,D2302,P761,P137,0.7980806439130098
D6803,D2302,P761,P138,0.7986456156644222
D6803,D2302,P761,P139,0.7980806439130098
D6803,D2302,P761,P140,0.7980806439130098
D6803,D2302,P761,P141,0.7980806439130098
D6803,D2302,P761,P142,0.7980806439130098
D6803,D2302,P761,P143,0.7980806439130098
D6803,D2302,P761,P144,0.7986456156644222
D6803,D2302,P761,P211,0.8952557851559476
D6803,D2302,P761,P212,0.8946908134045352
D6803,D4606,P761,P1155,0.7957062146892655
D6803,D4606,P761,P1205,0.7957062146892655
D6803,D4606,P761,P1250,0.7957062146892655
D6803,D4606,P761,P133,0.7957062146892655
D6803,D4606,P761,P134,0.7957062146892655
D6803,D4606,P761,P135,0.7957062146892655
D6803,D4606,P761,P136,0.7957062146892655
D6803,D4606,P761,P137,0.7957062146892655
D6803,D4606,P761,P138,0.796271186440678
D6803,D4606,P761,P139,0.7957062146892655
D6803,D4606,P761,P140,0.7957062146892655
D6803,D4606,P761,P141,0.7957062146892655
D6803,D4606,P761,P142,0.7957062146892655
D6803,D4606,P761,P143,0.7957062146892655
D6803,D4606,P761,P144,0.796271186440678
D6803,D4606,P761,P211,0.8928813559322034
D6803,D4606,P761,P212,0.892316384180791
D6803,D6645,P761,P1155,0.8064421454251963
D6803,D6645,P761,P1205,0.8064421454251963
D6803,D6645,P761,P1250,0.8064421454251963
D6803,D6645,P761,P133,0.8064421454251963
D6803,D6645,P761,P134,0.8064421454251963
D6803,D6645,P761,P135,0.8064421454251963
D6803,D6645,P761,P136,0.8064421454251963
D6803,D6645,P761,P137,0.8064421454251963
D6803,D6645,P761,P138,0.8070071171766088
D6803,D6645,P761,P139,0.8064421454251963
D6803,D6645,P761,P140,0.8064421454251963
D6803,D6645,P761,P141,0.8064421454251963
D6803,D6645,P761,P142,0.8064421454251963
D6803,D6645,P761,P143,0.8064421454251963
D6803,D6645,P761,P144,0.8070071171766088
D6803,D6645,P761,P211,0.9036172866681341
D6803,D6645,P761,P212,0.9030523149167218
D6803,D6743,P761,P1155,0.8021131410961919
D6803,D6743,P761,P1205,0.8021131410961919
D6803,D6743,P761,P1250,0.8021131410961919
D6803,D6743,P761,P133,0.8021131410961919
D6803,D6743,P761,P134,0.8021131410961919
D6803,D6743,P761,P135,0.8021131410961919
D6803,D6743,P761,P136,0.8021131410961919
D6803,D6743,P761,P137,0.8021131410961919
D6803,D6743,P761,P138,0.8026781128476044
D6803,D6743,P761,P139,0.8021131410961919
D6803,D6743,P761,P140,0.8021131410961919
D6803,D6743,P761,P141,0.8021131410961919
D6803,D6743,P761,P142,0.8021131410961919
D6803,D6743,P761,P143,0.8021131410961919
D6803,D6743,P761,P144,0.8026781128476044
D6803,D6743,P761,P211,0.8992882823391298
D6803,D6743,P761,P212,0.8987233105877174
D681,D6506,P202,P19,0.8754059275701894
D681,D6506,P202,P207,0.8762648528362095
D681,D6506,P202,P621,0.8762648528362095
D681,D732,P202,P19,0.8692784765897974
D681,D732,P202,P207,0.8701374018558172
D681,D732,P202,P621,0.8701374018558172
D6813,D1686,P22,P812,0.8795648389904264
D6814,D514,P175,P146,0.8589144700255811
D6814,D520,P175,P146,0.8943812233285917
D6815,D514,P175,P146,0.866004558775643
D6815,D519,P175,P146,0.8833118833118833
D6815,D573,P175,P146,0.88060413354531
D6819,D2103,P735,P619,0.8721824991487912
D6819,D2103,P735,P726,0.8759278175008512
D682,D735,P207,P19,0.859538784067086
D682,D735,P207,P202,0.8631929574113727
D682,D735,P207,P621,0.8845970433953267
D682,D742,P202,P19,0.8567784765897973
D682,D742,P202,P207,0.8576374018558172
D682,D742,P202,P621,0.8576374018558172
D6823,D514,P175,P146,0.8906531531531531
D6823,D519,P175,P146,0.9011206328279499
D6823,D573,P175,P146,0.9864864864864864
D6827,D553,P175,P146,0.9147565286805793
D6827,D556,P175,P146,0.8929905515271369
D6827,D6286,P175,P146,0.8959515070626182
D6827,D6332,P175,P146,0.893659482267077
D683,D5388,P202,P19,0.9077174437259475
D683,D5388,P202,P207,0.9085763689919674
D683,D5388,P202,P621,0.9085763689919674
D683,D6506,P202,P19,0.8958195724802082
D683,D6506,P202,P207,0.8966784977462282
D683,D6506,P202,P621,0.8966784977462282
D683,D726,P202,P19,0.9132599580712788
D683,D726,P202,P207,0.9141188833372986
D683,D726,P202,P621,0.9141188833372986
D683,D732,P202,P19,0.8913195393917297
D683,D732,P202,P207,0.8921784646577496
D683,D732,P202,P621,0.8921784646577496
D6830,D39,P19,P202,0.8401118099231306
D6830,D39,P19,P207,0.8373165618448638
D6830,D39,P19,P621,0.8380153738644305
D6831,D2061,P738,P214,0.8486486486486488
D6831,D2061,P738,P734,0.8552006552006551
D6831,D2067,P738,P214,0.8486486486486488
D6831,D2067,P738,P734,0.8552006552006551
D6831,D2073,P738,P214,0.9073551163103403
D6831,D2073,P738,P734,0.9139071228623467
D6831,D2118,P222,P195,0.8729081863410221
D6831,D2118,P222,P221,0.8780776515151514
D6831,D2118,P222,P730,0.8763014763014763
D6831,D2118,P222,P731,0.8807167148875692
D6831,D4253,P738,P214,0.8880852683669586
D6831,D4253,P738,P734,0.8946372749189649
D6831,D5917,P738,P214,0.8504030346135609
D6831,D5917,P738,P734,0.8569550411655674
D6831,D5932,P738,P214,0.8915057915057915
D6831,D5932,P738,P734,0.8980577980577981
D6831,D6294,P738,P214,0.9163254163254163
D6831,D6294,P738,P734,0.9228774228774229
D6835,D2021,P746,P209,0.9613821138211383
D6835,D2023,P746,P209,0.8736628155755243
D6835,D2024,P746,P209,0.9504531520725044
D6835,D2025,P746,P209,0.8925990450380694
D6835,D2031,P746,P209,0.9395241903238705
D6835,D2034,P746,P209,0.9369918699186992
D6836,D2073,P738,P214,0.8767188240872451
D6836,D2073,P738,P734,0.8832708306392517
D6836,D2118,P222,P195,0.8128135692843799
D6836,D2118,P222,P221,0.8179830344585092
D6836,D2118,P222,P730,0.816206859244834
D6836,D2118,P222,P731,0.8206220978309268
D6836,D4253,P738,P214,0.8751443751443752
D6836,D4253,P738,P734,0.8816963816963818
D6836,D5932,P738,P214,0.8708708708708709
D6836,D5932,P738,P734,0.8774228774228773
D6836,D6294,P738,P214,0.8767188240872451
D6836,D6294,P738,P734,0.8832708306392517
D684,D5388,P202,P19,0.848445143256464
D684,D5388,P202,P207,0.8493040685224839
D684,D5388,P202,P621,0.8493040685224839
D684,D6506,P202,P19,0.8890006988120196
D684,D6506,P202,P207,0.8898596240780394
D684,D6506,P202,P621,0.8898596240780394
D684,D726,P202,P19,0.8541035794704558
D684,D726,P202,P207,0.8549625047364756
D684,D726,P202,P621,0.8549625047364756
D6844,D202,P146,P175,0.8753753753753752
D6844,D584,P175,P146,0.8625548625548625
D6844,D589,P175,P146,0.889995258416311
D6844,D594,P175,P146,0.8842642642642642
D6844,D601,P175,P146,0.9188536362449405
D6844,D6323,P175,P146,0.8555341055341055
D685,D682,P202,P19,0.847519217330538
D685,D682,P202,P207,0.848378142596558
D685,D682,P202,P621,0.848378142596558
D685,D742,P202,P19,0.8651118099231306
D685,D742,P202,P207,0.8659707351891507
D685,D742,P202,P621,0.8659707351891507
D6850,D202,P146,P175,0.8671449227004783
D6850,D578,P175,P146,0.8739323739323739
D6850,D584,P175,P146,0.8547992436881325
D6850,D589,P175,P146,0.8810012544189759
D6850,D594,P175,P146,0.8753753753753752
D6850,D601,P175,P146,0.8625548625548625
D6851,D2840,P202,P19,0.9025231574408612
D6851,D2840,P202,P207,0.903382082706881
D6851,D2840,P202,P621,0.903382082706881
D6852,D2424,P775,P1049,0.824381926683717
D6852,D2424,P775,P777,0.9335038363171355
D6855,D899,P188,P1129,0.7922956946528942
D6855,D899,P188,P192,0.8039747486555998
D6855,D899,P188,P193,0.7957385404193915
D6855,D899,P188,P249,0.8706989996593267
D6855,D899,P188,P250,0.7950170396978908
D6856,D2330,P256,P760,0.8068201193520886
D6862,D6466,P181,P630,0.8146092096329726
D6862,D6466,P181,P728,0.8155810269313205
D6862,D876,P181,P630,0.8359629566112159
D6862,D876,P181,P728,0.8369347739095638
D687,D682,P202,P19,0.8670621645330597
D687,D682,P202,P207,0.8679210897990797
D687,D682,P202,P621,0.8679210897990797
D687,D735,P207,P19,0.9484276729559747
D687,D735,P207,P202,0.9520818463002616
D687,D735,P207,P621,0.9734859322842156
D6873,D202,P146,P175,0.8625548625548625
D6873,D5874,P175,P146,0.8652743652743652
D6873,D589,P175,P146,0.8842642642642642
D6873,D594,P175,P146,0.8783783783783784
D6873,D601,P175,P146,0.8575975975975975
D6877,D1210,P547,P1067,0.8224680185464499
D6877,D1210,P547,P1216,0.8443103737221384
D6883,D6257,P28,P151,0.9486368795311885
D6883,D6257,P28,P402,0.9305931948208371
D6883,D63,P29,P417,0.8503373866591692
D6884,D970,P292,P1038,0.9159604519774011
D6884,D970,P292,P1097,0.9159604519774011
D6884,D970,P292,P110,0.9159604519774011
D6884,D970,P292,P111,0.9159604519774011
D6884,D970,P292,P112,0.9159604519774011
D6884,D970,P292,P113,0.9159604519774011
D6884,D970,P292,P114,0.9159604519774011
D6884,D970,P292,P1176,0.9159604519774011
D6884,D970,P292,P668,0.9082100070472164
D6884,D971,P292,P1038,0.9282555339446142
D6884,D971,P292,P1097,0.9282555339446142
D6884,D971,P292,P110,0.9282555339446142
D6884,D971,P292,P111,0.9282555339446142
D6884,D971,P292,P112,0.9282555339446142
D6884,D971,P292,P113,0.9282555339446142
D6884,D971,P292,P114,0.9282555339446142
D6884,D971,P292,P1176,0.9282555339446142
D6884,D971,P292,P668,0.9205050890144295
D6885,D5874,P175,P146,0.9355605605605605
D689,D732,P202,P19,0.8623340321453529
D689,D732,P202,P207,0.8631929574113727
D689,D732,P202,P621,0.8631929574113727
D6894,D6242,P753,P739,0.813973063973064
D6894,D6242,P753,P743,0.8147200909349247
D6894,D6242,P753,P896,0.8121625461778915
D6897,D2490,P531,P82,0.8585007025373997
D6903,D2008,P745,P196,0.8319672131147541
D6903,D2008,P745,P724,0.8530116358658453
D6903,D2103,P735,P619,0.8546067415730336
D6903,D2103,P735,P726,0.8583520599250937
D6905,D1514,P671,P240,0.9144689950106913
D6905,D1514,P671,P242,0.9097851542612769
D6905,D5770,P242,P240,0.9548513325230487
D6905,D5770,P242,P671,0.94236109052461
D691,D703,P203,P20,0.9609250398724082
D691,D703,P203,P732,0.9641148325358851
D691,D703,P203,P773,0.9625199362041467
D6917,D2247,P225,P220,0.8680983688604772
D6917,D2248,P225,P220,0.9030956481227278
D6917,D2339,P225,P220,0.8622240936087225
D6919,D6466,P181,P630,0.8173606438912562
D6919,D6466,P181,P728,0.818332461189604
D6919,D876,P181,P630,0.8145491279218454
D6919,D876,P181,P728,0.8155209452201934
D6919,D881,P181,P630,0.8088136353442476
D6919,D881,P181,P728,0.8097854526425955
D692,D691,P202,P19,0.8923640621753829
D692,D691,P202,P207,0.8932229874414027
D692,D691,P202,P621,0.8932229874414027
D692,D703,P203,P20,0.8798439587913273
D692,D703,P203,P732,0.883033751454804
D692,D703,P203,P773,0.8814388551230657
D6924,D813,P229,P184,0.8835376912330027
D6924,D813,P229,P762,0.8733241350584438
D6924,D813,P229,P770,0.8770381554855561
D6924,D813,P229,P774,0.8751811452719999
D6924,D813,P774,P184,0.8723956299516656
D6924,D813,P774,P229,0.8751811452719999
D6924,D813,P774,P762,0.865896094204219
D6924,D813,P774,P770,0.8677531044177753
D693,D39,P19,P202,0.8702705400818608
D693,D39,P19,P207,0.8674752920035939
D693,D39,P19,P621,0.8681741040231605
D6934,D1826,P184,P229,0.8675719591457752
D6934,D1826,P184,P762,0.8592154131847725
D6934,D1826,P184,P770,0.8620009285051068
D6934,D1826,P184,P774,0.8564298978644382
D6934,D1829,P184,P229,0.8692842879128987
D6934,D1829,P184,P762,0.8609277419518958
D6934,D1829,P184,P770,0.86371325727223
D6934,D1829,P184,P774,0.8581422266315615
D6941,D514,P175,P146,0.8714071214071213
D6941,D573,P175,P146,0.8546183546183546
D6942,D781,P218,P185,0.8885494038525699
D6942,D781,P218,P186,0.8136753937733762
D6942,D781,P218,P187,0.774859287054409
D6942,D781,P218,P236,0.7776422764227643
D6943,D742,P202,P19,0.8651118099231306
D6943,D742,P202,P207,0.8659707351891507
D6943,D742,P202,P621,0.8659707351891507
D6944,D5881,P206,P950,0.902759274958621
D6947,D514,P175,P146,0.9009009009009009
D6947,D519,P175,P146,0.8753753753753752
D6947,D520,P175,P146,0.8573198198198199
D6947,D568,P175,P146,0.8997284956189064
D6947,D573,P175,P146,0.8794906017128238
D6949,D1751,P173,P10,0.9245410990533364
D6949,D1751,P173,P13,0.9245410990533364
D6949,D1751,P173,P901,0.9241995689986916
D6949,D1751,P45,P1244,0.885944576010636
D6949,D1751,P45,P30,0.9245876438572438
D6949,D1751,P45,P450,0.7971330521198255
D6949,D1751,P45,P46,0.885944576010636
D6955,D1514,P671,P240,0.8520386717108028
D6955,D1514,P671,P242,0.8473548309613883
D696,D1159,P284,P384,0.7516798282072595
D696,D1159,P401,P302,0.7665574282147315
D696,D1159,P401,P311,0.777046783625731
D696,D1159,P434,P264,0.7888609246830723
D696,D1159,P434,P442,0.7848340790454884
D696,D1159,P434,P829,0.800494034302759
D6966,D2212,P753,P739,0.861926280347333
D6966,D2212,P753,P743,0.8626733073091937
D6966,D2212,P753,P896,0.8601157625521605
D6966,D2231,P753,P739,0.8341750841750842
D6966,D2231,P753,P743,0.8349221111369448
D6966,D2231,P753,P896,0.8323645663799116
D6969,D1751,P173,P10,0.8758489461358314
D6969,D1751,P173,P13,0.8758489461358314
D6969,D1751,P173,P901,0.8755074160811865
D6969,D1751,P45,P1244,0.8372524230931311
D6969,D1751,P45,P30,0.8758954909397388
D6969,D1751,P45,P450,0.7484408992023205
D6969,D1751,P45,P46,0.8372524230931311
D6980,D2574,P211,P1155,0.7844514019982505
D6980,D2574,P211,P1205,0.7850192611691761
D6980,D2574,P211,P1250,0.7844514019982505
D6980,D2574,P211,P133,0.7844514019982505
D6980,D2574,P211,P134,0.7844514019982505
D6980,D2574,P211,P135,0.7844514019982505
D6980,D2574,P211,P136,0.7844514019982505
D6980,D2574,P211,P137,0.7844514019982505
D6980,D2574,P211,P138,0.7850192611691761
D6980,D2574,P211,P139,0.7844514019982505
D6980,D2574,P211,P140,0.7844514019982505
D6980,D2574,P211,P141,0.7844514019982505
D6980,D2574,P211,P142,0.7850192611691761
D6980,D2574,P211,P143,0.7844514019982505
D6980,D2574,P211,P144,0.7850192611691761
D6980,D2574,P211,P212,0.875976995671393
D6980,D2574,P211,P761,0.8782867613376087
D6980,D2583,P211,P1155,0.7557583253599683
D6980,D2583,P211,P1205,0.7563261845308938
D6980,D2583,P211,P1250,0.7557583253599683
D6980,D2583,P211,P133,0.7557583253599683
D6980,D2583,P211,P134,0.7557583253599683
D6980,D2583,P211,P135,0.7557583253599683
D6980,D2583,P211,P136,0.7557583253599683
D6980,D2583,P211,P137,0.7557583253599683
D6980,D2583,P211,P138,0.7563261845308938
D6980,D2583,P211,P139,0.7557583253599683
D6980,D2583,P211,P140,0.7557583253599683
D6980,D2583,P211,P141,0.7557583253599683
D6980,D2583,P211,P142,0.7563261845308938
D6980,D2583,P211,P143,0.7557583253599683
D6980,D2583,P211,P144,0.7563261845308938
D6980,D2583,P211,P212,0.8472839190331108
D6980,D2583,P211,P761,0.8495936846993266
D6980,D2588,P211,P1155,0.7616751045740656
D6980,D2588,P211,P1205,0.7622429637449913
D6980,D2588,P211,P1250,0.7616751045740656
D6980,D2588,P211,P133,0.7616751045740656
D6980,D2588,P211,P134,0.7616751045740656
D6980,D2588,P211,P135,0.7616751045740656
D6980,D2588,P211,P136,0.7616751045740656
D6980,D2588,P211,P137,0.7616751045740656
D6980,D2588,P211,P138,0.7622429637449913
D6980,D2588,P211,P139,0.7616751045740656
D6980,D2588,P211,P140,0.7616751045740656
D6980,D2588,P211,P141,0.7616751045740656
D6980,D2588,P211,P142,0.7622429637449913
D6980,D2588,P211,P143,0.7616751045740656
D6980,D2588,P211,P144,0.7622429637449913
D6980,D2588,P211,P212,0.8532006982472082
D6980,D2588,P211,P761,0.855510463913424
D6980,D6035,P211,P1155,0.8219031394499878
D6980,D6035,P211,P1205,0.8224709986209134
D6980,D6035,P211,P1250,0.8219031394499878
D6980,D6035,P211,P133,0.8219031394499878
D6980,D6035,P211,P134,0.8219031394499878
D6980,D6035,P211,P135,0.8219031394499878
D6980,D6035,P211,P136,0.8219031394499878
D6980,D6035,P211,P137,0.8219031394499878
D6980,D6035,P211,P138,0.8224709986209134
D6980,D6035,P211,P139,0.8219031394499878
D6980,D6035,P211,P140,0.8219031394499878
D6980,D6035,P211,P141,0.8219031394499878
D6980,D6035,P211,P142,0.8224709986209134
D6980,D6035,P211,P143,0.8219031394499878
D6980,D6035,P211,P144,0.8224709986209134
D6980,D6035,P211,P212,0.9134287331231304
D6980,D6035,P211,P761,0.9157384987893463
D6983,D2015,P735,P619,0.8646067415730337
D6983,D2015,P735,P726,0.8683520599250937
D6986,D1956,P735,P619,0.8763351366347621
D6986,D1956,P735,P726,0.880080454986822
D6990,D1053,P25,P1058,0.871243907607544
D6990,D1053,P25,P1144,0.8715193897012079
D6990,D1053,P25,P1160,0.8715193897012079
D6990,D1053,P25,P1229,0.871243907607544
D6990,D1053,P25,P1236,0.8709684255138801
D6990,D1053,P25,P168,0.8715193897012079
D6990,D1053,P25,P876,0.871243907607544
D6990,D1053,P25,P984,0.871243907607544
D6990,D1053,P384,P284,0.7554191444465759
D6990,D1053,P52,P176,0.764333395720257
D6990,D1053,P52,P499,0.7626137303556658
D6990,D1053,P52,P51,0.7739467191355134
D701,D691,P202,P19,0.973445143256464
D701,D691,P202,P207,0.9743040685224839
D701,D691,P202,P621,0.9743040685224839
D701,D703,P203,P20,0.9609250398724082
D701,D703,P203,P732,0.9641148325358851
D701,D703,P203,P773,0.9625199362041467
D7017,D669,P203,P20,0.8428694843168527
D7017,D669,P203,P732,0.8460592769803297
D7017,D669,P203,P773,0.8444643806485912
D702,D691,P202,P19,0.8923640621753829
D702,D691,P202,P207,0.8932229874414027
D702,D691,P202,P621,0.8932229874414027
D702,D703,P203,P20,0.8798439587913273
D702,D703,P203,P732,0.883033751454804
D702,D703,P203,P773,0.8814388551230657
D703,D691,P202,P19,0.973445143256464
D703,D691,P202,P207,0.9743040685224839
D703,D691,P202,P621,0.9743040685224839
D7033,D1728,P713,P1220,0.8600195094760311
D7036,D813,P229,P184,0.8718370510092924
D7036,D813,P229,P762,0.8616234948347334
D7036,D813,P229,P770,0.8653375152618458
D7036,D813,P229,P774,0.8634805050482895
D7036,D813,P774,P184,0.8606949897279552
D7036,D813,P774,P229,0.8634805050482895
D7036,D813,P774,P762,0.8541954539805087
D7036,D813,P774,P770,0.8560524641940649
D7052,D514,P175,P146,0.8856092935040302
D7052,D519,P175,P146,0.9042354042354042
D7052,D520,P175,P146,0.8573198198198199
D7052,D573,P175,P146,0.9010164010164009
D7063,D1616,P220,P225,0.9275094333949698
D7063,D1619,P220,P225,0.9028644876973925
D7063,D1916,P215,P555,0.8279602307655932
D7085,D553,P175,P146,0.860996290408055
D7091,D2393,P775,P1049,0.7847919655667145
D7091,D2393,P775,P777,0.8939138752001331
D7091,D2410,P776,P361,0.8458897922312557
D7091,D2416,P775,P1049,0.7858617131062952
D7091,D2416,P775,P777,0.8949836227397138
D7091,D4133,P775,P1049,0.7490196078431373
D7091,D4133,P775,P777,0.858141517476556
D7096,D1331,P1,P1041,0.7441352973267867
D7096,D1331,P1,P2,0.8697763229678124
D7096,D1331,P1,P538,0.7463862270586324
D7096,D1331,P1,P541,0.7522893399635878
D7096,D1331,P1,P574,0.8120840152755046
D7096,D1331,P1,P684,0.7479814511729406
D7096,D1331,P1,P685,0.7497350615472406
D7096,D633,P1,P1041,0.7742338961851157
D7096,D633,P1,P2,0.8998749218261413
D7096,D633,P1,P538,0.7764848259169614
D7096,D633,P1,P541,0.7823879388219169
D7096,D633,P1,P574,0.8421826141338337
D7096,D633,P1,P684,0.7780800500312696
D7096,D633,P1,P685,0.7798336604055697
D7098,D1859,P196,P724,0.8209570957095709
D7098,D1859,P196,P745,0.8195909754909918
D710,D5388,P202,P19,0.8513794155569334
D710,D5388,P202,P207,0.8522383408229534
D710,D5388,P202,P621,0.8522383408229534
D7100,D2021,P746,P209,0.9347154471544715
D7100,D2023,P746,P209,0.8736628155755243
D7100,D2024,P746,P209,0.9451219512195123
D7100,D2025,P746,P209,0.8925990450380694
D7100,D2031,P746,P209,0.9395241903238705
D7100,D2034,P746,P209,0.942256430761029
D7109,D120,P81,P78,0.8485796549457026
D7117,D1144,P19,P202,0.8825360523473731
D7117,D1144,P19,P207,0.8797408042691061
D7117,D1144,P19,P621,0.8804396162886728
D7117,D1149,P19,P202,0.9077885775998983
D7117,D1149,P19,P207,0.9049933295216315
D7117,D1149,P19,P621,0.9056921415411981
D7117,D1156,P19,P202,0.9077885775998983
D7117,D1156,P19,P207,0.9049933295216315
D7117,D1156,P19,P621,0.9056921415411981
D712,D5388,P202,P19,0.9342294569819541
D712,D5388,P202,P207,0.9350883822479741
D712,D5388,P202,P621,0.9350883822479741
D712,D6506,P202,P19,0.8442784765897974
D712,D6506,P202,P207,0.8451374018558173
D712,D6506,P202,P621,0.8451374018558173
D712,D726,P202,P19,0.8666075364188571
D712,D726,P202,P207,0.867466461684877
D712,D726,P202,P621,0.867466461684877
D712,D732,P202,P19,0.8445562543675752
D712,D732,P202,P207,0.845415179633595
D712,D732,P202,P621,0.845415179633595
D7120,D2212,P753,P739,0.8695286195286195
D7120,D2212,P753,P743,0.8702756464904802
D7120,D2212,P753,P896,0.867718101733447
D7120,D2231,P753,P739,0.813973063973064
D7120,D2231,P753,P743,0.8147200909349247
D7120,D2231,P753,P896,0.8121625461778915
D7123,D1751,P173,P10,0.8746584699453552
D7123,D1751,P173,P13,0.8746584699453552
D7123,D1751,P173,P901,0.8743169398907105
D7123,D1751,P45,P1244,0.8360619469026549
D7123,D1751,P45,P30,0.8747050147492627
D7123,D1751,P45,P450,0.7472504230118444
D7123,D1751,P45,P46,0.8360619469026549
D7125,D1728,P713,P1220,0.8585950080515298
D7129,D63,P29,P417,0.7710218260617028
